accession,organism,type,start,end,length,strand,label
MK058684,Khaya madagascariensis,CDS,37768,37957,189,1,1
MK058684,Khaya madagascariensis,tRNA,38498,38569,71,1,0
MK058684,Khaya madagascariensis,tRNA,38781,38855,74,-1,0
MK058684,Khaya madagascariensis,CDS,39017,39320,303,-1,1
MK058684,Khaya madagascariensis,CDS,39463,41668,2205,-1,1
MK058684,Khaya madagascariensis,CDS,41693,43946,2253,-1,1
MK058684,Khaya madagascariensis,CDS,44704,46744,2040,-1,1
MK058684,Khaya madagascariensis,tRNA,47206,47293,87,1,0
MK058684,Khaya madagascariensis,CDS,47548,48154,606,-1,1
MK058684,Khaya madagascariensis,tRNA,48514,48587,73,-1,0
MK058684,Khaya madagascariensis,tRNA,49529,50142,613,1,0
MK058684,Khaya madagascariensis,tRNA,50512,50585,73,1,0
MK058684,Khaya madagascariensis,CDS,51450,51927,477,-1,1
MK058684,Khaya madagascariensis,CDS,52040,52724,684,-1,1
MK058684,Khaya madagascariensis,CDS,52781,53144,363,-1,1
MK058684,Khaya madagascariensis,tRNA,54200,54866,666,-1,0
MK058684,Khaya madagascariensis,tRNA,55056,55129,73,1,0
MK058684,Khaya madagascariensis,tRNA,55062,55121,59,1,0
MK058684,Khaya madagascariensis,CDS,55381,55783,402,-1,1
MK058684,Khaya madagascariensis,CDS,55779,57276,1497,-1,1
MK058684,Khaya madagascariensis,CDS,58066,59494,1428,1,1
MK058684,Khaya madagascariensis,CDS,60121,61597,1476,1,1
MK058684,Khaya madagascariensis,CDS,62349,62463,114,1,1
MK058684,Khaya madagascariensis,CDS,62889,63444,555,1,1
MK058684,Khaya madagascariensis,CDS,64005,64704,699,1,1
MK058684,Khaya madagascariensis,CDS,64933,65896,963,1,1
MK058684,Khaya madagascariensis,CDS,66692,66815,123,-1,1
MK058684,Khaya madagascariensis,CDS,66957,67074,117,-1,1
MK058684,Khaya madagascariensis,CDS,67096,67216,120,-1,1
MK058684,Khaya madagascariensis,CDS,67225,67477,252,-1,1
MK058684,Khaya madagascariensis,CDS,68864,68960,96,1,1
MK058684,Khaya madagascariensis,CDS,69135,69249,114,1,1
MK058684,Khaya madagascariensis,tRNA,69390,69463,73,-1,0
MK058684,Khaya madagascariensis,tRNA,69634,69708,74,-1,0
MK058684,Khaya madagascariensis,CDS,70064,70199,135,1,1
MK058684,Khaya madagascariensis,CDS,70648,70849,201,1,1
MK058684,Khaya madagascariensis,CDS,71046,71352,306,1,1
MK058684,Khaya madagascariensis,CDS,71637,71991,354,-1,1
MK058684,Khaya madagascariensis,CDS,72745,102128,29383,-1,1
MK058684,Khaya madagascariensis,CDS,72745,144952,72207,1,1
MK058684,Khaya madagascariensis,CDS,73043,75147,2104,-1,1
MK058684,Khaya madagascariensis,CDS,75583,77110,1527,1,1
MK058684,Khaya madagascariensis,CDS,77295,77403,108,1,1
MK058684,Khaya madagascariensis,CDS,77463,77595,132,-1,1
MK058684,Khaya madagascariensis,CDS,77699,77915,216,1,1
MK058684,Khaya madagascariensis,CDS,78102,79558,1456,1,1
MK058684,Khaya madagascariensis,CDS,80460,80985,525,1,1
MK058684,Khaya madagascariensis,CDS,81235,82219,984,-1,1
MK058684,Khaya madagascariensis,CDS,82283,82700,417,-1,1
MK058684,Khaya madagascariensis,CDS,82817,82931,114,-1,1
MK058684,Khaya madagascariensis,CDS,83419,83824,405,-1,1
MK058684,Khaya madagascariensis,CDS,84024,84393,369,-1,1
MK058684,Khaya madagascariensis,CDS,84519,84879,360,-1,1
MK058684,Khaya madagascariensis,CDS,86063,86723,660,-1,1
MK058684,Khaya madagascariensis,CDS,86946,87189,243,-1,1
MK058684,Khaya madagascariensis,CDS,87234,87513,279,-1,1
MK058684,Khaya madagascariensis,CDS,87581,89090,1509,-1,1
MK058684,Khaya madagascariensis,CDS,89108,89390,282,-1,1
MK058684,Khaya madagascariensis,tRNA,89555,89629,74,-1,0
MK058684,Khaya madagascariensis,CDS,89717,96599,6882,1,1
MK058684,Khaya madagascariensis,tRNA,97608,97689,81,-1,0
MK058684,Khaya madagascariensis,CDS,98277,100491,2214,-1,1
MK058684,Khaya madagascariensis,CDS,100813,101281,468,-1,1
MK058684,Khaya madagascariensis,tRNA,103933,104005,72,1,0
MK058684,Khaya madagascariensis,rRNA,104245,105736,1491,1,0
MK058684,Khaya madagascariensis,tRNA,106030,107061,1031,1,0
MK058684,Khaya madagascariensis,tRNA,107131,108044,913,1,0
MK058684,Khaya madagascariensis,rRNA,108207,111017,2810,1,0
MK058684,Khaya madagascariensis,rRNA,111115,111218,103,1,0
MK058684,Khaya madagascariensis,rRNA,111440,111561,121,1,0
MK058684,Khaya madagascariensis,tRNA,111811,111885,74,1,0
MK058684,Khaya madagascariensis,tRNA,112552,112624,72,-1,0
MK058684,Khaya madagascariensis,CDS,112977,113886,909,1,1
MK058684,Khaya madagascariensis,CDS,113970,116199,2229,-1,1
MK058684,Khaya madagascariensis,CDS,117148,117301,153,1,1
MK058684,Khaya madagascariensis,tRNA,118469,118549,80,1,0
MK058684,Khaya madagascariensis,CDS,118654,119614,960,1,1
MK058684,Khaya madagascariensis,CDS,119981,121499,1518,-1,1
MK058684,Khaya madagascariensis,CDS,121645,121891,246,-1,1
MK058684,Khaya madagascariensis,CDS,122124,122430,306,-1,1
MK058684,Khaya madagascariensis,CDS,122688,123225,537,-1,1
MK058684,Khaya madagascariensis,CDS,123456,123960,504,-1,1
MK058684,Khaya madagascariensis,CDS,124041,126243,2202,-1,1
MK058684,Khaya madagascariensis,CDS,126235,127417,1182,-1,1
MK058684,Khaya madagascariensis,CDS,127511,127784,273,-1,1
MK058684,Khaya madagascariensis,CDS,128174,133823,5649,-1,1
MK058684,Khaya madagascariensis,tRNA,134173,134245,72,1,0
MK058684,Khaya madagascariensis,tRNA,134949,135023,74,-1,0
MK058684,Khaya madagascariensis,rRNA,135273,135394,121,-1,0
MK058684,Khaya madagascariensis,rRNA,135619,135722,103,-1,0
MK058684,Khaya madagascariensis,rRNA,135820,138630,2810,-1,0
MK058684,Khaya madagascariensis,tRNA,138793,139706,913,-1,0
MK058684,Khaya madagascariensis,tRNA,139776,140807,1031,-1,0
MK058684,Khaya madagascariensis,rRNA,141101,142592,1491,-1,0
MK058684,Khaya madagascariensis,tRNA,142832,142904,72,-1,0
MK058684,Khaya madagascariensis,CDS,145556,146024,468,1,1
MK058684,Khaya madagascariensis,CDS,146346,148560,2214,1,1
MK058684,Khaya madagascariensis,tRNA,149148,149229,81,1,0
MK058684,Khaya madagascariensis,CDS,150238,157120,6882,-1,1
MK058684,Khaya madagascariensis,tRNA,157208,157282,74,1,0
MK058684,Khaya madagascariensis,CDS,157447,157729,282,1,1
MK058684,Khaya madagascariensis,CDS,157747,159256,1509,1,1
MK058684,Khaya madagascariensis,CDS,159324,159603,279,1,1
MK058684,Khaya madagascariensis,CDS,159648,160122,474,1,1
MK058684,Khaya madagascariensis,CDS,160106,160766,660,1,1
