accession,organism,type,start,end,length,strand,label
KY923074,Entandrophragma cylindricum,CDS,63027,63582,555,1,1
KY923074,Entandrophragma cylindricum,CDS,64240,64939,699,1,1
KY923074,Entandrophragma cylindricum,CDS,65168,66131,963,1,1
KY923074,Entandrophragma cylindricum,CDS,67201,67324,123,-1,1
KY923074,Entandrophragma cylindricum,CDS,67466,67583,117,-1,1
KY923074,Entandrophragma cylindricum,CDS,67605,67725,120,-1,1
KY923074,Entandrophragma cylindricum,CDS,67734,67986,252,-1,1
KY923074,Entandrophragma cylindricum,CDS,69262,69358,96,1,1
KY923074,Entandrophragma cylindricum,CDS,69526,69640,114,1,1
KY923074,Entandrophragma cylindricum,tRNA,69781,69855,74,-1,0
KY923074,Entandrophragma cylindricum,tRNA,70024,70098,74,-1,0
KY923074,Entandrophragma cylindricum,CDS,70460,70595,135,1,1
KY923074,Entandrophragma cylindricum,CDS,71036,71237,201,1,1
KY923074,Entandrophragma cylindricum,CDS,71436,71760,324,1,1
KY923074,Entandrophragma cylindricum,CDS,72023,72377,354,-1,1
KY923074,Entandrophragma cylindricum,CDS,73115,102245,29130,-1,1
KY923074,Entandrophragma cylindricum,CDS,73115,145276,72161,1,1
KY923074,Entandrophragma cylindricum,CDS,73392,75483,2091,-1,1
KY923074,Entandrophragma cylindricum,CDS,75919,77446,1527,1,1
KY923074,Entandrophragma cylindricum,CDS,77624,77732,108,1,1
KY923074,Entandrophragma cylindricum,CDS,77792,77924,132,-1,1
KY923074,Entandrophragma cylindricum,CDS,78028,78250,222,1,1
KY923074,Entandrophragma cylindricum,CDS,78367,79824,1457,1,1
KY923074,Entandrophragma cylindricum,CDS,80033,81237,1204,1,1
KY923074,Entandrophragma cylindricum,CDS,81487,82471,984,-1,1
KY923074,Entandrophragma cylindricum,CDS,82535,82952,417,-1,1
KY923074,Entandrophragma cylindricum,CDS,83069,83183,114,-1,1
KY923074,Entandrophragma cylindricum,CDS,83675,84080,405,-1,1
KY923074,Entandrophragma cylindricum,CDS,84241,84610,369,-1,1
KY923074,Entandrophragma cylindricum,CDS,84730,86061,1331,-1,1
KY923074,Entandrophragma cylindricum,CDS,86209,86869,660,-1,1
KY923074,Entandrophragma cylindricum,CDS,86853,87339,486,-1,1
KY923074,Entandrophragma cylindricum,CDS,87384,87663,279,-1,1
KY923074,Entandrophragma cylindricum,CDS,87731,89220,1489,-1,1
KY923074,Entandrophragma cylindricum,CDS,89238,89520,282,-1,1
KY923074,Entandrophragma cylindricum,tRNA,89685,89759,74,-1,0
KY923074,Entandrophragma cylindricum,CDS,89847,96717,6870,1,1
KY923074,Entandrophragma cylindricum,tRNA,97718,97799,81,-1,0
KY923074,Entandrophragma cylindricum,CDS,98394,100608,2214,-1,1
KY923074,Entandrophragma cylindricum,CDS,100930,101398,468,-1,1
KY923074,Entandrophragma cylindricum,tRNA,104044,104116,72,1,0
KY923074,Entandrophragma cylindricum,rRNA,104356,105847,1491,1,0
KY923074,Entandrophragma cylindricum,tRNA,106140,107171,1031,1,0
KY923074,Entandrophragma cylindricum,tRNA,107241,108116,875,1,0
KY923074,Entandrophragma cylindricum,rRNA,108279,111089,2810,1,0
KY923074,Entandrophragma cylindricum,rRNA,111187,111290,103,1,0
KY923074,Entandrophragma cylindricum,rRNA,111546,111667,121,1,0
KY923074,Entandrophragma cylindricum,tRNA,111916,111990,74,1,0
KY923074,Entandrophragma cylindricum,tRNA,112604,112676,72,-1,0
KY923074,Entandrophragma cylindricum,CDS,114087,116304,2217,-1,1
KY923074,Entandrophragma cylindricum,CDS,117320,117473,153,1,1
KY923074,Entandrophragma cylindricum,tRNA,118590,118670,80,1,0
KY923074,Entandrophragma cylindricum,CDS,118778,119738,960,1,1
KY923074,Entandrophragma cylindricum,CDS,120049,121552,1503,-1,1
KY923074,Entandrophragma cylindricum,CDS,121709,121955,246,-1,1
KY923074,Entandrophragma cylindricum,CDS,122188,122494,306,-1,1
KY923074,Entandrophragma cylindricum,CDS,122752,123289,537,-1,1
KY923074,Entandrophragma cylindricum,CDS,123578,124082,504,-1,1
KY923074,Entandrophragma cylindricum,CDS,124163,126432,2269,-1,1
KY923074,Entandrophragma cylindricum,CDS,126433,127615,1182,-1,1
KY923074,Entandrophragma cylindricum,CDS,127718,127991,273,-1,1
KY923074,Entandrophragma cylindricum,CDS,128343,133716,5373,-1,1
KY923074,Entandrophragma cylindricum,tRNA,134051,134123,72,1,0
KY923074,Entandrophragma cylindricum,tRNA,134737,134811,74,-1,0
KY923074,Entandrophragma cylindricum,rRNA,135060,135181,121,-1,0
KY923074,Entandrophragma cylindricum,rRNA,135437,135540,103,-1,0
KY923074,Entandrophragma cylindricum,rRNA,135638,138448,2810,-1,0
KY923074,Entandrophragma cylindricum,tRNA,138611,139486,875,-1,0
KY923074,Entandrophragma cylindricum,tRNA,139556,140587,1031,-1,0
KY923074,Entandrophragma cylindricum,rRNA,140880,142371,1491,-1,0
KY923074,Entandrophragma cylindricum,tRNA,142611,142683,72,-1,0
KY923074,Entandrophragma cylindricum,CDS,145329,145797,468,1,1
KY923074,Entandrophragma cylindricum,CDS,146119,148333,2214,1,1
KY923074,Entandrophragma cylindricum,tRNA,148928,149009,81,1,0
KY923074,Entandrophragma cylindricum,CDS,150010,156880,6870,-1,1
KY923074,Entandrophragma cylindricum,tRNA,156968,157042,74,1,0
KY923074,Entandrophragma cylindricum,CDS,157207,157489,282,1,1
KY923074,Entandrophragma cylindricum,CDS,157507,158996,1489,1,1
KY923074,Entandrophragma cylindricum,CDS,159064,159343,279,1,1
