accession,organism,type,start,end,length,strand,label
MH348156,Swietenia macrophylla,CDS,70401,70536,135,1,1
MH348156,Swietenia macrophylla,CDS,70986,71187,201,1,1
MH348156,Swietenia macrophylla,CDS,71384,71690,306,1,1
MH348156,Swietenia macrophylla,CDS,71933,72287,354,-1,1
MH348156,Swietenia macrophylla,CDS,73037,102114,29077,-1,1
MH348156,Swietenia macrophylla,CDS,73037,144915,71878,1,1
MH348156,Swietenia macrophylla,CDS,73314,75417,2103,-1,1
MH348156,Swietenia macrophylla,CDS,75856,77383,1527,1,1
MH348156,Swietenia macrophylla,CDS,77569,77677,108,1,1
MH348156,Swietenia macrophylla,CDS,77737,77869,132,-1,1
MH348156,Swietenia macrophylla,CDS,77973,78195,222,1,1
MH348156,Swietenia macrophylla,CDS,78315,79772,1457,1,1
MH348156,Swietenia macrophylla,CDS,79981,81184,1203,1,1
MH348156,Swietenia macrophylla,CDS,81434,82418,984,-1,1
MH348156,Swietenia macrophylla,CDS,82482,82899,417,-1,1
MH348156,Swietenia macrophylla,CDS,83016,83130,114,-1,1
MH348156,Swietenia macrophylla,CDS,83522,83927,405,-1,1
MH348156,Swietenia macrophylla,CDS,84090,84459,369,-1,1
MH348156,Swietenia macrophylla,CDS,84586,85914,1328,-1,1
MH348156,Swietenia macrophylla,CDS,86062,86722,660,-1,1
MH348156,Swietenia macrophylla,CDS,86706,87180,474,-1,1
MH348156,Swietenia macrophylla,CDS,87225,87504,279,-1,1
MH348156,Swietenia macrophylla,CDS,87572,89081,1509,-1,1
MH348156,Swietenia macrophylla,CDS,89099,89381,282,-1,1
MH348156,Swietenia macrophylla,tRNA,89546,89620,74,-1,0
MH348156,Swietenia macrophylla,CDS,89708,96584,6876,1,1
MH348156,Swietenia macrophylla,tRNA,97593,97674,81,-1,0
MH348156,Swietenia macrophylla,CDS,98262,100476,2214,-1,1
MH348156,Swietenia macrophylla,CDS,100798,101266,468,-1,1
MH348156,Swietenia macrophylla,tRNA,103920,103992,72,1,0
MH348156,Swietenia macrophylla,rRNA,104232,105723,1491,1,0
MH348156,Swietenia macrophylla,tRNA,106017,107048,1031,1,0
MH348156,Swietenia macrophylla,tRNA,107118,108031,913,1,0
MH348156,Swietenia macrophylla,rRNA,108194,111004,2810,1,0
MH348156,Swietenia macrophylla,rRNA,111103,111205,102,1,0
MH348156,Swietenia macrophylla,rRNA,111461,111582,121,1,0
MH348156,Swietenia macrophylla,tRNA,111833,111907,74,1,0
MH348156,Swietenia macrophylla,CDS,112928,114029,1101,1,1
MH348156,Swietenia macrophylla,CDS,114005,116228,2223,-1,1
MH348156,Swietenia macrophylla,CDS,117191,117344,153,1,1
MH348156,Swietenia macrophylla,tRNA,118368,118448,80,1,0
MH348156,Swietenia macrophylla,CDS,118563,119517,954,1,1
MH348156,Swietenia macrophylla,CDS,119812,121315,1503,-1,1
MH348156,Swietenia macrophylla,CDS,121480,121726,246,-1,1
MH348156,Swietenia macrophylla,CDS,121959,122265,306,-1,1
MH348156,Swietenia macrophylla,CDS,122523,123060,537,-1,1
MH348156,Swietenia macrophylla,CDS,123246,123750,504,-1,1
MH348156,Swietenia macrophylla,CDS,123831,126042,2211,-1,1
MH348156,Swietenia macrophylla,CDS,126043,127225,1182,-1,1
MH348156,Swietenia macrophylla,CDS,127319,127592,273,-1,1
MH348156,Swietenia macrophylla,tRNA,133641,133713,72,1,0
MH348156,Swietenia macrophylla,tRNA,134327,134401,74,-1,0
MH348156,Swietenia macrophylla,rRNA,134652,134773,121,-1,0
MH348156,Swietenia macrophylla,rRNA,135029,135131,102,1,0
MH348156,Swietenia macrophylla,rRNA,135230,138040,2810,-1,0
MH348156,Swietenia macrophylla,tRNA,138203,139116,913,-1,0
MH348156,Swietenia macrophylla,tRNA,139186,140217,1031,-1,0
MH348156,Swietenia macrophylla,rRNA,140511,142002,1491,-1,0
MH348156,Swietenia macrophylla,tRNA,142242,142314,72,-1,0
MH348156,Swietenia macrophylla,CDS,144968,145436,468,1,1
MH348156,Swietenia macrophylla,CDS,145758,147972,2214,1,1
MH348156,Swietenia macrophylla,tRNA,148560,148641,81,1,0
MH348156,Swietenia macrophylla,CDS,149650,156526,6876,-1,1
MH348156,Swietenia macrophylla,tRNA,156614,156688,74,1,0
MH348156,Swietenia macrophylla,CDS,156853,157135,282,1,1
MH348156,Swietenia macrophylla,CDS,157153,158662,1509,1,1
MH348156,Swietenia macrophylla,CDS,158730,159009,279,1,1
