accession,organism,type,start,end,length,strand,label
MH330687,Xylocarpus rumphii,tRNA,51097,51170,73,1,0
MH330687,Xylocarpus rumphii,CDS,51597,52074,477,-1,1
MH330687,Xylocarpus rumphii,CDS,52187,52871,684,-1,1
MH330687,Xylocarpus rumphii,CDS,52931,53294,363,-1,1
MH330687,Xylocarpus rumphii,tRNA,54201,54869,668,-1,0
MH330687,Xylocarpus rumphii,tRNA,55060,55132,72,1,0
MH330687,Xylocarpus rumphii,CDS,55383,55785,402,-1,1
MH330687,Xylocarpus rumphii,CDS,55781,57278,1497,-1,1
MH330687,Xylocarpus rumphii,CDS,58054,59482,1428,1,1
MH330687,Xylocarpus rumphii,CDS,59982,61590,1608,1,1
MH330687,Xylocarpus rumphii,CDS,62309,62423,114,1,1
MH330687,Xylocarpus rumphii,CDS,62851,63406,555,1,1
MH330687,Xylocarpus rumphii,CDS,64343,65042,699,1,1
MH330687,Xylocarpus rumphii,CDS,65271,66234,963,1,1
MH330687,Xylocarpus rumphii,CDS,67305,67428,123,-1,1
MH330687,Xylocarpus rumphii,CDS,67570,67687,117,-1,1
MH330687,Xylocarpus rumphii,CDS,67709,67829,120,-1,1
MH330687,Xylocarpus rumphii,CDS,67838,68090,252,-1,1
MH330687,Xylocarpus rumphii,CDS,69372,69468,96,1,1
MH330687,Xylocarpus rumphii,CDS,69634,69748,114,1,1
MH330687,Xylocarpus rumphii,tRNA,69889,69962,73,-1,0
MH330687,Xylocarpus rumphii,tRNA,70132,70206,74,-1,0
MH330687,Xylocarpus rumphii,CDS,70564,70699,135,1,1
MH330687,Xylocarpus rumphii,CDS,71149,71350,201,1,1
MH330687,Xylocarpus rumphii,CDS,71547,71853,306,1,1
MH330687,Xylocarpus rumphii,CDS,72093,72447,354,-1,1
MH330687,Xylocarpus rumphii,CDS,73193,102500,29307,-1,1
MH330687,Xylocarpus rumphii,CDS,73193,144957,71764,1,1
MH330687,Xylocarpus rumphii,CDS,73470,75571,2101,-1,1
MH330687,Xylocarpus rumphii,CDS,76003,77530,1527,1,1
MH330687,Xylocarpus rumphii,CDS,77717,77825,108,1,1
MH330687,Xylocarpus rumphii,CDS,77885,78017,132,-1,1
MH330687,Xylocarpus rumphii,CDS,78121,78343,222,1,1
MH330687,Xylocarpus rumphii,CDS,78461,79924,1463,1,1
MH330687,Xylocarpus rumphii,CDS,80133,81337,1204,1,1
MH330687,Xylocarpus rumphii,CDS,81588,82572,984,-1,1
MH330687,Xylocarpus rumphii,CDS,82636,83053,417,-1,1
MH330687,Xylocarpus rumphii,CDS,83170,83284,114,-1,1
MH330687,Xylocarpus rumphii,CDS,83770,84175,405,-1,1
MH330687,Xylocarpus rumphii,CDS,84337,84706,369,-1,1
MH330687,Xylocarpus rumphii,CDS,84837,86169,1332,-1,1
MH330687,Xylocarpus rumphii,CDS,86317,86977,660,-1,1
MH330687,Xylocarpus rumphii,CDS,86961,87603,642,-1,1
MH330687,Xylocarpus rumphii,CDS,87648,87927,279,-1,1
MH330687,Xylocarpus rumphii,CDS,87995,89504,1509,-1,1
MH330687,Xylocarpus rumphii,CDS,89522,89804,282,-1,1
MH330687,Xylocarpus rumphii,tRNA,89969,90043,74,-1,0
MH330687,Xylocarpus rumphii,CDS,90131,96971,6840,1,1
MH330687,Xylocarpus rumphii,tRNA,97980,98061,81,-1,0
MH330687,Xylocarpus rumphii,CDS,98649,100863,2214,-1,1
MH330687,Xylocarpus rumphii,CDS,101185,101653,468,-1,1
MH330687,Xylocarpus rumphii,tRNA,104295,104367,72,1,0
MH330687,Xylocarpus rumphii,rRNA,104607,106098,1491,1,0
MH330687,Xylocarpus rumphii,tRNA,106392,107423,1031,1,0
MH330687,Xylocarpus rumphii,tRNA,107485,108403,918,1,0
MH330687,Xylocarpus rumphii,rRNA,108566,111376,2810,1,0
MH330687,Xylocarpus rumphii,rRNA,111475,111577,102,1,0
MH330687,Xylocarpus rumphii,rRNA,111833,111954,121,1,0
MH330687,Xylocarpus rumphii,tRNA,112203,112277,74,1,0
MH330687,Xylocarpus rumphii,tRNA,112889,112961,72,-1,0
MH330687,Xylocarpus rumphii,CDS,113296,114400,1104,1,1
MH330687,Xylocarpus rumphii,CDS,114339,116562,2223,-1,1
MH330687,Xylocarpus rumphii,CDS,117557,117716,159,1,1
MH330687,Xylocarpus rumphii,tRNA,118491,118571,80,1,0
MH330687,Xylocarpus rumphii,CDS,118677,119637,960,1,1
MH330687,Xylocarpus rumphii,CDS,119932,121462,1530,-1,1
MH330687,Xylocarpus rumphii,CDS,121599,121845,246,-1,1
MH330687,Xylocarpus rumphii,CDS,122078,122384,306,-1,1
MH330687,Xylocarpus rumphii,CDS,122642,123179,537,-1,1
MH330687,Xylocarpus rumphii,CDS,123365,123869,504,-1,1
MH330687,Xylocarpus rumphii,CDS,123950,126143,2193,-1,1
MH330687,Xylocarpus rumphii,CDS,126144,127326,1182,-1,1
MH330687,Xylocarpus rumphii,CDS,127420,127693,273,-1,1
MH330687,Xylocarpus rumphii,CDS,128042,133367,5325,-1,1
MH330687,Xylocarpus rumphii,tRNA,133702,133774,72,1,0
MH330687,Xylocarpus rumphii,tRNA,134386,134460,74,-1,0
MH330687,Xylocarpus rumphii,rRNA,134709,134830,121,-1,0
MH330687,Xylocarpus rumphii,rRNA,135086,135188,102,1,0
MH330687,Xylocarpus rumphii,rRNA,135287,138097,2810,-1,0
MH330687,Xylocarpus rumphii,tRNA,138260,139178,918,-1,0
MH330687,Xylocarpus rumphii,tRNA,139240,140271,1031,-1,0
MH330687,Xylocarpus rumphii,rRNA,140565,142056,1491,-1,0
MH330687,Xylocarpus rumphii,tRNA,142296,142368,72,-1,0
MH330687,Xylocarpus rumphii,CDS,145010,145478,468,1,1
MH330687,Xylocarpus rumphii,CDS,145800,148014,2214,1,1
MH330687,Xylocarpus rumphii,tRNA,148602,148683,81,1,0
MH330687,Xylocarpus rumphii,CDS,149692,156532,6840,-1,1
MH330687,Xylocarpus rumphii,tRNA,156620,156694,74,1,0
MH330687,Xylocarpus rumphii,CDS,156859,157141,282,1,1
MH330687,Xylocarpus rumphii,CDS,157159,158668,1509,1,1
MH330687,Xylocarpus rumphii,CDS,158736,159015,279,1,1
