accession,organism,type,start,end,length,strand,label
MG813875,Toona ciliata,CDS,80120,81329,1209,1,1
MG813875,Toona ciliata,CDS,81580,82564,984,-1,1
MG813875,Toona ciliata,CDS,82628,83045,417,-1,1
MG813875,Toona ciliata,CDS,83162,83276,114,-1,1
MG813875,Toona ciliata,CDS,83753,84158,405,-1,1
MG813875,Toona ciliata,CDS,84319,84688,369,-1,1
MG813875,Toona ciliata,CDS,84812,86134,1322,-1,1
MG813875,Toona ciliata,CDS,86291,86951,660,-1,1
MG813875,Toona ciliata,CDS,86935,87421,486,-1,1
MG813875,Toona ciliata,CDS,87466,87745,279,-1,1
MG813875,Toona ciliata,CDS,87813,89308,1495,-1,1
MG813875,Toona ciliata,CDS,89326,89608,282,-1,1
MG813875,Toona ciliata,tRNA,89773,89847,74,-1,0
MG813875,Toona ciliata,CDS,89935,96793,6858,1,1
MG813875,Toona ciliata,tRNA,97761,97842,81,-1,0
MG813875,Toona ciliata,CDS,98420,100634,2214,-1,1
MG813875,Toona ciliata,CDS,100956,101424,468,-1,1
MG813875,Toona ciliata,CDS,103288,103480,192,-1,1
MG813875,Toona ciliata,tRNA,104079,104151,72,1,0
MG813875,Toona ciliata,rRNA,104391,105881,1490,1,0
MG813875,Toona ciliata,tRNA,106176,107207,1031,1,0
MG813875,Toona ciliata,tRNA,107277,108190,913,1,0
MG813875,Toona ciliata,CDS,107444,107573,129,-1,1
MG813875,Toona ciliata,rRNA,108353,111163,2810,1,0
MG813875,Toona ciliata,rRNA,111261,111364,103,1,0
MG813875,Toona ciliata,rRNA,111620,111741,121,1,0
MG813875,Toona ciliata,tRNA,111983,112057,74,1,0
MG813875,Toona ciliata,tRNA,112670,112742,72,-1,0
MG813875,Toona ciliata,CDS,114153,116364,2211,-1,1
MG813875,Toona ciliata,CDS,117348,117507,159,1,1
MG813875,Toona ciliata,tRNA,118586,118666,80,1,0
MG813875,Toona ciliata,CDS,118769,119729,960,1,1
MG813875,Toona ciliata,CDS,120039,121515,1476,-1,1
MG813875,Toona ciliata,CDS,121703,121949,246,-1,1
MG813875,Toona ciliata,CDS,122182,122488,306,-1,1
MG813875,Toona ciliata,CDS,122746,123283,537,-1,1
MG813875,Toona ciliata,CDS,123572,124076,504,-1,1
MG813875,Toona ciliata,CDS,124157,126347,2190,-1,1
MG813875,Toona ciliata,CDS,126348,127530,1182,-1,1
MG813875,Toona ciliata,CDS,127632,127905,273,-1,1
MG813875,Toona ciliata,CDS,128254,133624,5370,-1,1
MG813875,Toona ciliata,tRNA,133959,134031,72,1,0
MG813875,Toona ciliata,tRNA,134644,134718,74,-1,0
MG813875,Toona ciliata,rRNA,134960,135081,121,-1,0
MG813875,Toona ciliata,rRNA,135337,135440,103,-1,0
MG813875,Toona ciliata,rRNA,135538,138348,2810,-1,0
MG813875,Toona ciliata,tRNA,138511,139424,913,-1,0
MG813875,Toona ciliata,CDS,139128,139257,129,1,1
MG813875,Toona ciliata,tRNA,139494,140525,1031,-1,0
MG813875,Toona ciliata,rRNA,140819,142309,1490,-1,0
MG813875,Toona ciliata,tRNA,142550,142622,72,-1,0
MG813875,Toona ciliata,CDS,143221,143413,192,1,1
MG813875,Toona ciliata,CDS,145277,145745,468,1,1
MG813875,Toona ciliata,CDS,146067,148281,2214,1,1
MG813875,Toona ciliata,tRNA,148859,148940,81,1,0
MG813875,Toona ciliata,CDS,149908,156766,6858,-1,1
MG813875,Toona ciliata,tRNA,156854,156928,74,1,0
MG813875,Toona ciliata,CDS,157093,157375,282,1,1
MG813875,Toona ciliata,CDS,157393,158888,1495,1,1
MG813875,Toona ciliata,CDS,158956,159235,279,1,1
